1000000,0.0,0.0,0.0,0.0006293603537247652,0.7071065011054171,-0.707106501105417,0.0006293603537247653
2000000,0.0,0.0,0.0,0.0005125247050984605,0.7071065954426015,-0.7071065954426013,0.0005125247050984606
3000000,0.0,0.0,0.0,0.00039568902893580434,0.7071066704749662,-0.7071066704749661,0.0003956890289358044
4000000,0.0,0.0,0.0,0.000278853322056609,0.7071067262025054,-0.7071067262025053,0.00027885332205660905
5000000,0.0,0.0,0.0,0.0001620175806577911,0.707106762625209,-0.7071067626252089,0.00016201758065779114
6000000,0.0,0.0,0.0,4.51818003133715e-05,0.7071067797430632,-0.7071067797430631,4.518180031337151e-05
7000000,0.0,0.0,0.0,-7.165402402552146e-05,0.7071067775560498,-0.7071067775560497,-7.165402402552147e-05
8000000,0.0,0.0,0.0,-0.00018848989803065076,0.7071067560641451,-0.707106756064145,-0.00018848989803065078
9000000,0.0,0.0,0.0,-0.0003053258279966674,0.70710671526732,-0.7071067152673199,-0.00030532582799666744
10000000,0.0,0.0,0.0,-0.0004221618208411087,0.7071066551655395,-0.7071066551655394,-0.00042216182084110873
11000000,0.0,0.0,0.0,-0.0005389978841043949,0.7071065757587615,-0.7071065757587613,-0.000538997884104395
12000000,0.0,0.0,0.0,-0.0006558340259498269,0.7071064770469371,-0.707106477046937,-0.000655834025949827
13000000,0.0,0.0,0.0,-0.0007726702551635815,0.7071063590300096,-0.7071063590300095,-0.0007726702551635816
14000000,0.0,0.0,0.0,-0.0008895065811547089,0.7071062217079144,-0.7071062217079143,-0.0008895065811547091
15000000,0.0,0.0,0.0,-0.0010063430139551283,0.7071060650805778,-0.7071060650805777,-0.0010063430139551285
16000000,0.0,0.0,0.0,-0.001123179564219625,0.7071058891479173,-0.7071058891479172,-0.0011231795642196252
17000000,0.0,0.0,0.0,-0.0012400162432258425,0.7071056939098402,-0.7071056939098401,-0.0012400162432258427
18000000,0.0,0.0,0.0,-0.0013568530628742833,0.707105479366244,-0.7071054793662439,-0.0013568530628742836
19000000,0.0,0.0,0.0,-0.0014736900356882997,0.7071052455170155,-0.7071052455170154,-0.0014736900356883
20000000,0.0,0.0,0.0,-0.0015905271748140873,0.7071049923620298,-0.7071049923620297,-0.0015905271748140875
21000000,0.0,0.0,0.0,-0.0017073644940206884,0.7071047199011505,-0.7071047199011504,-0.0017073644940206888
22000000,0.0,0.0,0.0,-0.0018242020076999752,0.7071044281342291,-0.707104428134229,-0.0018242020076999755
23000000,0.0,0.0,0.0,-0.0019410397308666505,0.7071041170611039,-0.7071041170611038,-0.0019410397308666507
24000000,0.0,0.0,0.0,-0.0020578776791582397,0.7071037866816,-0.7071037866815999,-0.00205787767915824
25000000,0.0,0.0,0.0,-0.002174715868835086,0.7071034369955289,-0.7071034369955288,-0.0021747158688350866
26000000,0.0,0.0,0.0,-0.0022915543167803384,0.7071030680026875,-0.7071030680026874,-0.0022915543167803384
27000000,0.0,0.0,0.0,-0.0024083930404999545,0.7071026797028579,-0.7071026797028578,-0.002408393040499955
28000000,0.0,0.0,0.0,-0.002525232058122684,0.707102272095807,-0.7071022720958069,-0.002525232058122684
29000000,0.0,0.0,0.0,-0.0026420713884000627,0.7071018451812855,-0.7071018451812854,-0.002642071388400063
30000000,0.0,0.0,0.0,-0.0027589110507064123,0.7071013989590279,-0.7071013989590278,-0.0027589110507064128
31000000,0.0,0.0,0.0,-0.0028757510650388226,0.7071009334287518,-0.7071009334287517,-0.002875751065038823
32000000,0.0,0.0,0.0,-0.002992591452017151,0.7071004485901571,-0.707100448590157,-0.0029925914520171517
33000000,0.0,0.0,0.0,-0.0031094322328840064,0.7070999444429261,-0.707099944442926,-0.003109432232884007
34000000,0.0,0.0,0.0,-0.0032262734295047495,0.7070994209867224,-0.7070994209867223,-0.0032262734295047503
35000000,0.0,0.0,0.0,-0.0033431150643674773,0.7070988782211909,-0.7070988782211908,-0.0033431150643674777
36000000,0.0,0.0,0.0,-0.003459957160583013,0.7070983161459564,-0.7070983161459563,-0.003459957160583014
37000000,0.0,0.0,0.0,-0.0035767997418849045,0.7070977347606245,-0.7070977347606244,-0.003576799741884905
38000000,0.0,0.0,0.0,-0.0036936428326294055,0.7070971340647797,-0.7070971340647796,-0.003693642832629406
39000000,0.0,0.0,0.0,-0.003810486457795469,0.7070965140579857,-0.7070965140579856,-0.00381048645779547
